variant,date,sequences
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-09-04,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-09-17,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-10-03,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-10-07,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-10-16,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-10-17,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-10-22,1.0
A/BurkinaFaso/3131/2023|EPI_ISL_19093570,2024-10-24,1.0
A/Busan/461/2025|EPI_ISL_19794442,2025-01-20,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2024-09-07,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2024-09-12,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2024-10-27,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2024-11-07,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2024-11-08,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2024-12-01,0.5
A/Canberra/613/2024|EPI_ISL_19561219,2024-12-02,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2024-12-10,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2024-12-11,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2024-12-16,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2024-12-24,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2025-01-03,2.0
A/Canberra/613/2024|EPI_ISL_19561219,2025-01-19,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2025-01-26,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2025-01-31,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2025-02-04,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2025-02-13,1.0
A/Canberra/613/2024|EPI_ISL_19561219,2025-02-14,0.5
A/Canberra/613/2024|EPI_ISL_19561219,2025-02-18,0.5
A/Canberra/613/2024|EPI_ISL_19561219,2025-02-19,0.5
A/Canberra/613/2024|EPI_ISL_19561219,2025-02-24,0.5
A/Colombia/1851/2024|EPI_ISL_19727802,2024-11-26,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2024-12-12,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2024-12-17,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2024-12-23,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2024-12-25,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2024-12-27,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2024-12-28,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2024-12-29,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2024-12-30,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2024-12-31,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-01,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-03,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-06,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-07,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-08,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-09,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-13,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-14,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-18,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-20,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-22,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-23,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-25,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-26,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-27,5.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-28,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-29,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-01-31,3.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-01,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-02,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-03,3.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-04,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-05,4.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-06,3.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-07,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-08,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-09,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-10,3.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-11,4.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-12,4.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-13,3.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-14,3.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-15,3.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-16,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-17,5.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-18,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-19,7.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-20,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-21,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-24,5.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-25,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-26,3.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-27,4.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-02-28,5.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-01,6.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-02,4.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-03,4.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-04,7.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-05,5.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-08,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-09,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-10,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-11,2.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-13,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-15,3.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-18,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-03-26,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-04-01,1.0
A/Colombia/1851/2024|EPI_ISL_19727802,2025-04-15,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-01,3.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-02,3.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-03,5.1000000000000005
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-04,0.7000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-05,0.6000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-06,2.8
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-07,3.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-08,4.3
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-09,3.3
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-10,2.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-11,1.9000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-12,3.9
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-13,1.5
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-14,0.5
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-15,2.4000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-16,3.7
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-17,1.8
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-18,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-19,0.6000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-20,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-21,1.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-22,1.9000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-23,2.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-24,2.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-25,0.8
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-26,2.7
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-27,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-28,3.3
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-29,0.8
A/Colombia/7681/2024|EPI_ISL_19628089,2024-04-30,1.4000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-01,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-02,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-03,0.8
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-04,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-05,1.5
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-06,3.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-07,1.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-08,3.5
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-09,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-10,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-11,2.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-12,2.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-13,2.6
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-14,0.6000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-15,0.4
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-16,2.5
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-17,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-18,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-19,0.5
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-20,0.6000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-21,1.2000000000000002
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-22,2.8
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-23,1.6
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-24,1.6
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-25,1.5
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-26,2.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-27,1.3
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-28,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-29,1.3
A/Colombia/7681/2024|EPI_ISL_19628089,2024-05-31,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-01,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-02,0.4
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-03,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-04,0.4
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-05,0.6000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-06,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-08,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-09,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-10,1.6
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-11,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-12,0.8
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-13,1.6
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-14,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-15,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-16,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-17,0.9
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-18,2.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-19,3.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-20,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-21,1.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-22,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-24,0.9
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-25,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-26,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-27,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-28,0.4
A/Colombia/7681/2024|EPI_ISL_19628089,2024-06-30,1.2000000000000002
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-01,1.4000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-02,0.7
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-03,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-04,1.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-05,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-07,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-08,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-09,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-10,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-12,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-14,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-15,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-16,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-17,0.7000000000000001
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-18,0.4
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-19,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-22,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-23,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-24,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-26,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-28,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-29,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-30,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-07-31,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-01,1.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-02,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-05,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-06,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-07,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-10,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-11,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-12,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-16,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-17,1.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-20,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-21,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-22,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-23,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-26,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-27,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-08-28,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-04,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-09,0.30000000000000004
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-12,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-16,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-17,1.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-21,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-23,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-26,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-27,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-28,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-09-30,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-10-03,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-10-04,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-10-17,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-10-18,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-10-21,2.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-10-22,1.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-01,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-02,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-03,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-04,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-07,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-08,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-09,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-11,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-12,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-13,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-14,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-17,2.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-18,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-19,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-22,3.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-23,2.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-24,2.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-25,3.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-28,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-11-29,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-12-03,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2024-12-09,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2024-12-23,0.2
A/Colombia/7681/2024|EPI_ISL_19628089,2024-12-24,2.0
A/Colombia/7681/2024|EPI_ISL_19628089,2025-01-01,0.5
A/Colombia/7681/2024|EPI_ISL_19628089,2025-01-24,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2025-01-29,0.5
A/Colombia/7681/2024|EPI_ISL_19628089,2025-02-03,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,2025-02-10,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,2025-02-11,0.5
A/Colombia/7681/2024|EPI_ISL_19628089,2025-03-07,0.5
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-05-06,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-05-16,0.5
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-08-07,0.5
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-08-27,0.5
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-09-14,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-09-21,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-09-30,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-01,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-02,4.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-07,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-08,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-09,3.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-10,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-11,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-13,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-14,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-15,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-17,2.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-18,3.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-19,2.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-20,0.5
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-21,3.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-22,3.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-23,7.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-25,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-26,3.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-27,6.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-28,3.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-29,2.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-30,2.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-10-31,2.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-02,7.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-03,2.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-04,4.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-05,5.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-06,7.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-07,2.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-08,2.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-09,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-10,7.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-11,6.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-12,5.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-13,4.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-14,2.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-15,4.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-16,5.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-18,6.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,2024-11-19,2.0
